wavelog_input,flatflux_input,flatflux_err_input,flatflux_input_sm
3770.358887,0.037686,0.066367,-0.009382
3775.466797,-0.012798,0.067097,-0.010826
3780.581299,-0.086045,0.067704,-0.012160
3785.703125,-0.073222,0.067918,-0.013264
3790.831543,0.017061,0.067929,-0.013980
3795.967041,-0.121971,0.067271,-0.014557
3801.109619,-0.079602,0.067385,-0.014761
3806.259033,0.065454,0.066848,-0.014643
3811.415527,0.000759,0.066983,-0.014232
3816.578857,0.128755,0.067194,-0.013453
3821.749268,0.003260,0.066087,-0.012204
3826.926758,-0.042839,0.066074,-0.010700
3832.111084,0.015160,0.064598,-0.008828
3837.302490,-0.023387,0.060982,-0.006543
3842.500977,-0.062756,0.060514,-0.003944
3847.706543,-0.018575,0.059015,-0.001033
3852.918945,0.099588,0.058131,0.002404
3858.138672,0.003047,0.058399,0.006012
3863.365234,0.034450,0.058869,0.009911
3868.599121,0.042273,0.058724,0.014076
3873.840088,0.076401,0.057588,0.018429
3879.088135,0.037802,0.057783,0.023078
3884.343262,0.066951,0.057096,0.027844
3889.605225,-0.043599,0.057263,0.032826
3894.874512,0.163357,0.057213,0.037766
3900.151123,0.098485,0.057253,0.042723
3905.434814,0.096520,0.057155,0.047767
3910.725586,0.020994,0.057498,0.052705
3916.023438,0.048880,0.057112,0.057490
3921.328369,0.009839,0.057303,0.062171
3926.640625,0.081093,0.057160,0.066552
3931.960449,-0.011344,0.055100,0.070832
3937.287109,0.018061,0.054649,0.074739
3942.620850,0.022548,0.055276,0.078369
3947.961914,0.054535,0.054354,0.081526
3953.310547,0.027322,0.054295,0.084213
3958.666016,0.034895,0.054179,0.086643
3964.028809,0.084771,0.054083,0.088336
3969.398926,0.046506,0.054233,0.089660
3974.776367,0.091968,0.054201,0.090394
3980.161133,0.048205,0.054048,0.090567
3985.553223,0.001784,0.054025,0.090212
3990.952637,0.218869,0.054100,0.089172
3996.359131,0.259537,0.053463,0.087639
4001.772949,0.075888,0.053106,0.085417
4007.194336,0.097892,0.053094,0.082658
4012.623047,0.117966,0.051682,0.079324
4018.059082,0.074098,0.051298,0.075479
4023.502441,0.033774,0.051069,0.070999
4028.953125,0.016810,0.051045,0.065790
4034.411133,0.059368,0.048856,0.059807
4039.876465,0.010671,0.048858,0.053499
4045.349609,0.047189,0.049154,0.046671
4050.829834,0.025467,0.049068,0.039646
4056.317627,-0.013467,0.049215,0.032193
4061.812988,0.077537,0.048815,0.024637
4067.315430,0.006323,0.049210,0.016801
4072.825439,0.080681,0.048669,0.008874
4078.342773,0.065602,0.048764,0.000823
4083.867920,0.033623,0.048701,-0.007253
4089.400391,-0.028242,0.048598,-0.015252
4094.940430,-0.068736,0.048181,-0.023249
4100.488281,-0.024919,0.048895,-0.031016
4106.042969,0.017532,0.048790,-0.038585
4111.605469,-0.060307,0.050106,-0.045986
4117.175781,-0.028235,0.048793,-0.052999
4122.752930,-0.079572,0.048462,-0.059743
4128.338379,0.008408,0.048510,-0.066006
4133.930664,-0.053072,0.048509,-0.071828
4139.531250,-0.032897,0.048700,-0.077331
4145.139648,-0.062229,0.048339,-0.082156
4150.754883,-0.100018,0.048551,-0.086435
4156.377930,-0.113338,0.048294,-0.090217
4162.008789,-0.173065,0.048229,-0.093401
4167.647461,-0.076904,0.047828,-0.095891
4173.292969,-0.091138,0.048991,-0.097829
4178.946777,-0.087261,0.049085,-0.099043
4184.607910,-0.101871,0.048739,-0.099689
4190.276855,-0.147495,0.048793,-0.099692
4195.953613,-0.101812,0.048680,-0.099059
4201.637695,-0.105349,0.048751,-0.097721
4207.330078,-0.138401,0.048660,-0.095849
4213.029297,-0.118505,0.047686,-0.093383
4218.737305,-0.079303,0.045831,-0.090348
4224.452148,-0.112411,0.041703,-0.086767
4230.175293,-0.108968,0.041700,-0.082519
4235.906250,-0.084368,0.041731,-0.078006
4241.644531,-0.107448,0.041525,-0.072893
4247.390625,-0.130883,0.041579,-0.067451
4253.144531,-0.059835,0.041472,-0.061723
4258.906738,-0.109447,0.041352,-0.055513
4264.676270,-0.033340,0.041371,-0.049103
4270.454102,-0.101219,0.041650,-0.042417
4276.239258,-0.040179,0.041665,-0.035489
4282.032227,0.006538,0.041694,-0.028507
4287.833008,-0.009481,0.041375,-0.021511
4293.642090,0.043543,0.041032,-0.014301
4299.458984,0.064981,0.041671,-0.007241
4305.283203,0.027316,0.041020,0.000071
4311.115234,0.017696,0.040770,0.006996
4316.956055,0.012481,0.041223,0.013795
4322.804199,0.034483,0.042435,0.020682
4328.660156,0.102504,0.042128,0.027027
4334.524414,0.060205,0.042167,0.033433
4340.396484,0.168447,0.041714,0.039443
4346.276367,0.117034,0.041711,0.045051
4352.164551,0.071554,0.041702,0.050500
4358.060547,0.107919,0.041652,0.055451
4363.964355,0.028472,0.040816,0.060074
4369.876465,0.025540,0.040786,0.064289
4375.796387,0.077167,0.040626,0.068088
4381.724609,0.029967,0.040651,0.071370
4387.660156,0.005188,0.040739,0.074381
4393.604492,0.024588,0.040695,0.076756
4399.556641,0.066402,0.039806,0.078764
4405.516602,-0.017579,0.039745,0.080229
4411.485352,0.018353,0.039756,0.081360
4417.461426,0.091560,0.039775,0.081889
4423.445801,0.062216,0.039776,0.082056
4429.438477,0.049892,0.039611,0.081692
4435.438965,0.058609,0.039628,0.080880
4441.447754,0.116220,0.039876,0.079720
4447.464844,0.053076,0.040131,0.078060
4453.489746,0.126705,0.040217,0.075967
4459.522949,0.054137,0.040323,0.073585
4465.564453,0.078216,0.040256,0.070754
4471.613770,0.045605,0.040154,0.067537
4477.671875,0.048402,0.040778,0.063656
4483.737793,0.038549,0.040732,0.059178
4489.812012,0.077170,0.040289,0.054462
4495.894531,0.009421,0.040564,0.049344
4501.984863,0.031959,0.040819,0.044045
4508.083984,0.098642,0.040807,0.038489
4514.190918,0.043366,0.040321,0.032668
4520.306641,0.007162,0.040318,0.026757
4526.430176,0.016334,0.041163,0.020641
4532.562500,0.036496,0.041172,0.014265
4538.703125,0.075160,0.040679,0.008115
4544.851562,0.028774,0.039884,0.001551
4551.008301,0.045383,0.039784,-0.004987
4557.173828,0.057029,0.039766,-0.011493
4563.347656,-0.108702,0.039858,-0.018237
4569.529297,-0.018685,0.039869,-0.024713
4575.719727,-0.013350,0.038943,-0.031326
4581.918945,-0.044498,0.038815,-0.037845
4588.125977,-0.030189,0.036072,-0.044313
4594.341309,-0.027264,0.035044,-0.050733
4600.565430,-0.065566,0.034923,-0.057067
4606.797852,-0.064578,0.036056,-0.063172
4613.039062,-0.083040,0.035965,-0.069239
4619.288086,-0.108428,0.036100,-0.075006
4625.545898,-0.108157,0.036642,-0.080783
4631.812500,-0.061614,0.036892,-0.086202
4638.087402,-0.079888,0.036194,-0.091500
4644.370605,-0.118954,0.035743,-0.096440
4650.662109,-0.104033,0.036319,-0.101275
4656.962891,-0.095553,0.034658,-0.105791
4663.271484,-0.127895,0.034091,-0.109915
4669.588867,-0.117637,0.038649,-0.113902
4675.915039,-0.084027,0.038620,-0.117423
4682.250000,-0.110470,0.038622,-0.120802
4688.592773,-0.164343,0.038537,-0.123598
4694.944336,-0.185047,0.038740,-0.126191
4701.304688,-0.162992,0.039941,-0.128406
4707.673828,-0.160077,0.039616,-0.130177
4714.051270,-0.119641,0.039577,-0.131627
4720.437500,-0.135253,0.039822,-0.132679
4726.832520,-0.069619,0.039770,-0.133328
4733.236328,-0.102152,0.039754,-0.133505
4739.648438,-0.094500,0.039978,-0.133330
4746.069336,-0.172870,0.042351,-0.132746
4752.499023,-0.198956,0.042152,-0.131741
4758.937012,-0.139824,0.042182,-0.130257
4765.383789,-0.103637,0.042308,-0.128496
4771.839844,-0.118085,0.042309,-0.126180
4778.304199,-0.203018,0.042657,-0.123557
4784.777344,-0.105886,0.043052,-0.120552
4791.259766,-0.121444,0.043075,-0.117109
4797.750488,-0.123626,0.042693,-0.113240
4804.250000,-0.097740,0.042599,-0.109150
4810.758789,-0.101388,0.042207,-0.104619
4817.275879,-0.076358,0.041453,-0.099765
4823.801758,-0.112334,0.041498,-0.094563
4830.336914,-0.082143,0.041690,-0.089175
4836.880859,-0.091366,0.041840,-0.083464
4843.433105,-0.113259,0.047017,-0.077329
4849.994141,-0.083172,0.047031,-0.071251
4856.564453,-0.065483,0.046940,-0.064706
4863.144043,0.035329,0.046942,-0.058199
4869.732422,-0.042341,0.046963,-0.051406
4876.329590,-0.004031,0.046975,-0.044422
4882.935547,0.016707,0.046902,-0.037461
4889.550781,0.021842,0.046818,-0.030308
4896.174805,-0.001607,0.046722,-0.023162
4902.807617,-0.024935,0.047178,-0.015981
4909.449219,0.050439,0.047267,-0.008733
4916.100098,0.019852,0.047268,-0.001599
4922.759766,-0.026098,0.047287,0.005505
4929.429199,-0.149075,0.047493,0.012562
4936.107422,0.004770,0.047503,0.019497
4942.794434,-0.005512,0.047399,0.026418
4949.490234,0.034739,0.047850,0.033095
4956.195312,-0.010868,0.047699,0.039622
4962.910156,-0.045108,0.047386,0.045909
4969.633301,0.024586,0.047374,0.052190
4976.365234,0.063725,0.047318,0.058103
4983.106934,0.021165,0.047351,0.063898
4989.857422,0.074758,0.047353,0.069438
4996.617676,0.064292,0.047079,0.074661
5003.386719,0.120379,0.046960,0.079710
5010.165039,0.210884,0.046754,0.084352
5016.952637,0.072633,0.046633,0.088784
5023.749023,0.074339,0.046253,0.092912
5030.554688,0.163442,0.046256,0.096601
5037.370117,0.089102,0.046164,0.100009
5044.193848,0.050681,0.046176,0.103233
5051.027344,0.052971,0.045553,0.105810
5057.870117,0.080340,0.045680,0.108217
5064.722168,0.154576,0.045729,0.110337
5071.583496,0.124346,0.045765,0.111959
5078.454102,0.121925,0.046126,0.113318
5085.333984,0.102642,0.046137,0.114401
5092.223633,0.022797,0.046289,0.114988
5099.122070,0.074456,0.046577,0.115398
5106.029297,0.071946,0.046795,0.115318
5112.946777,0.303108,0.047313,0.114961
5119.873535,0.131128,0.047196,0.114209
5126.809570,0.110315,0.047188,0.113307
5133.754883,0.116050,0.047196,0.112017
5140.708984,0.094974,0.046021,0.110347
5147.673828,0.120447,0.046191,0.108335
5154.647461,0.083503,0.045981,0.106151
5161.630859,0.102970,0.045576,0.103699
5168.623047,0.100643,0.045212,0.100984
5175.625000,0.156001,0.045399,0.097941
5182.636719,0.126652,0.045756,0.094717
5189.657227,0.092556,0.045239,0.091163
5196.687988,0.069666,0.045660,0.087517
5203.728027,0.039176,0.045555,0.083600
5210.777344,0.086616,0.042236,0.079579
5217.836914,0.094533,0.042479,0.075246
5224.905762,0.129326,0.042328,0.070990
5231.983887,0.086603,0.042368,0.066430
5239.071777,0.028991,0.041971,0.061765
5246.169434,0.023807,0.040697,0.057045
5253.276367,0.030868,0.040833,0.052405
5260.392578,0.027209,0.041499,0.047505
5267.519531,0.046717,0.041298,0.042658
5274.655273,-0.009115,0.041910,0.037815
5281.801270,0.016385,0.042021,0.033069
5288.956543,0.012562,0.041792,0.028303
5296.121582,0.043523,0.039305,0.023613
5303.295898,-0.020747,0.039419,0.019060
5310.480469,0.003807,0.039368,0.014525
5317.674805,0.014943,0.038657,0.010209
5324.878906,-0.010099,0.038807,0.006065
5332.092773,0.038898,0.038670,0.002182
5339.316406,0.031655,0.038252,-0.001688
5346.549805,-0.025155,0.038517,-0.005053
5353.792480,-0.028008,0.038305,-0.008365
5361.045410,-0.065914,0.038447,-0.011336
5368.308105,-0.026524,0.038433,-0.014019
5375.581055,0.023626,0.038439,-0.016465
5382.863281,0.029115,0.037045,-0.018465
5390.155273,-0.062861,0.037519,-0.020271
5397.458008,0.039885,0.037617,-0.021683
5404.769531,-0.004115,0.031430,-0.022759
5412.091797,-0.014442,0.031610,-0.023500
5419.423340,-0.015777,0.031607,-0.023971
5426.765137,-0.032286,0.031610,-0.024048
5434.117188,0.011997,0.032645,-0.023869
5441.478516,-0.037315,0.032692,-0.023314
5448.850586,-0.037120,0.032860,-0.022462
5456.231934,-0.042980,0.033542,-0.021396
5463.623535,0.021262,0.033560,-0.020006
5471.025391,0.030401,0.036421,-0.018507
5478.437500,-0.026381,0.036535,-0.016603
5485.858887,0.042966,0.036762,-0.014645
5493.291016,-0.024212,0.036942,-0.012533
5500.732422,0.038627,0.036595,-0.010168
5508.184082,0.036151,0.036824,-0.007909
5515.646484,-0.012589,0.036838,-0.005531
5523.118652,-0.018542,0.036390,-0.003133
5530.601074,0.004360,0.036401,-0.000824
5538.093262,-0.013044,0.036287,0.001309
5545.595703,-0.036544,0.036117,0.003240
5553.108398,-0.059060,0.036514,0.005131
5560.631836,-0.016828,0.036484,0.006882
5568.165039,-0.053917,0.036653,0.008528
5575.708008,-0.018657,0.036316,0.009908
5583.261719,0.003389,0.036321,0.011058
5590.825195,0.009708,0.036396,0.011945
5598.399414,0.042415,0.036389,0.012628
5605.983398,0.010909,0.036246,0.012821
5613.578125,0.024124,0.037423,0.012899
5621.183105,-0.020690,0.037423,0.012526
5628.797852,-0.031419,0.037382,0.012017
5636.422852,-0.000346,0.037345,0.010962
5644.059082,0.057924,0.037209,0.009505
5651.705078,0.033681,0.037138,0.007993
5659.361328,-0.026610,0.037063,0.005967
5667.028320,0.004800,0.036521,0.003633
5674.706055,-0.012198,0.036693,0.001128
5682.393555,-0.007273,0.036511,-0.001826
5690.091309,0.063720,0.036297,-0.004915
5697.799805,0.045554,0.036052,-0.008288
5705.518555,0.013468,0.035487,-0.011790
5713.248535,0.019412,0.035768,-0.015609
5720.988281,-0.017855,0.035770,-0.019319
5728.738281,-0.027130,0.036311,-0.023261
5736.499512,0.049096,0.036345,-0.027314
5744.270996,-0.010504,0.036146,-0.031217
5752.052734,0.006438,0.036215,-0.035200
5759.844727,0.024495,0.036215,-0.039232
5767.648438,-0.049814,0.036627,-0.042920
5775.461426,-0.182229,0.036353,-0.046564
5783.285156,-0.089672,0.035995,-0.050159
5791.120117,-0.016227,0.035978,-0.053374
5798.965820,-0.093189,0.035426,-0.056464
5806.821777,-0.053720,0.035406,-0.059232
5814.688477,-0.097883,0.035024,-0.061692
5822.565430,-0.084067,0.034687,-0.063766
5830.453125,-0.037777,0.034683,-0.065595
5838.352051,-0.089509,0.035013,-0.067105
5846.261719,-0.088051,0.035145,-0.068107
5854.181641,-0.058676,0.035115,-0.068813
5862.112305,-0.121915,0.035576,-0.069191
5870.054199,-0.053943,0.034866,-0.069109
5878.006348,-0.036661,0.034846,-0.068556
5885.969238,-0.084433,0.034309,-0.067855
5893.943359,-0.084049,0.034294,-0.066618
5901.927734,-0.091073,0.034341,-0.065166
5909.922852,-0.044474,0.034452,-0.063271
5917.929688,-0.089078,0.034332,-0.061251
5925.946289,0.026844,0.034611,-0.058724
